time,icao,operation,airport,registration,flight,ac_type,runway,flight_link,squawk,signal_type,category,year,manufacturer,model,ownop,faa_pia,faa_ladd,short_type,mil,apt_type,name,continent,iso_country,iso_region,municipality,scheduled_service,iata_code,elev
2024-07-01 05:05:02,a300ab,landing,KRAP,N293AM,N293AM,B407,,https://globe.adsbexchange.com/?icao=a300ab&zoom=13.5&showTrace=2024-07-01&timestamp=1719810302,1200.0,adsb_icao,A7,2015.0,BELL HELICOPTER TEXTRON CANADA,407,AIR METHODS LLC,f,f,H1T,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 05:39:33,ac85ce,landing,KRAP,N906DN,DAL1012,B739,14,https://globe.adsbexchange.com/?icao=ac85ce&zoom=13.5&showTrace=2024-07-01&timestamp=1719812373,3653.0,adsb_icao,A3,2018.0,BOEING,737-900ER,DELTA AIR LINES INC,f,f,L2J,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 07:09:49,a5045e,takeoff,KRAP,N422PM,N422PM,BE9L,05,https://globe.adsbexchange.com/?icao=a5045e&zoom=13.5&showTrace=2024-07-01&timestamp=1719817789,1200.0,adsb_icao,A1,1995.0,BEECH,C90,DALE AVIATION INC,f,t,L2T,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 08:51:14,a5045e,landing,KRAP,N422PM,N422PM,BE9L,23,https://globe.adsbexchange.com/?icao=a5045e&zoom=13.5&showTrace=2024-07-01&timestamp=1719823874,1200.0,adsb_icao,A1,1995.0,BEECH,C90,DALE AVIATION INC,f,t,L2T,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 10:27:11,abb63f,landing,KRAP,N854AL,N854AL,PC12,23,https://globe.adsbexchange.com/?icao=abb63f&zoom=13.5&showTrace=2024-07-01&timestamp=1719829631,1200.0,adsb_icao,A1,2001.0,PILATUS,PC-12/45,AIR METHODS LLC,f,f,L1T,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 10:29:26,a5045e,takeoff,KRAP,N422PM,N422PM,BE9L,05,https://globe.adsbexchange.com/?icao=a5045e&zoom=13.5&showTrace=2024-07-01&timestamp=1719829766,1200.0,adsb_icao,A1,1995.0,BEECH,C90,DALE AVIATION INC,f,t,L2T,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 11:37:45,a0808f,takeoff,KRAP,N131SY,SKW5576,E75L,32,https://globe.adsbexchange.com/?icao=a0808f&zoom=13.5&showTrace=2024-07-01&timestamp=1719833865,5126.0,adsb_icao,A3,2015.0,EMBRAER S A,ERJ 170-200 LR,SKYWEST AIRLINES INC,f,f,L2J,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 11:53:38,ace28c,takeoff,KRAP,N9294Q,N9294Q,P28A,32,https://globe.adsbexchange.com/?icao=ace28c&zoom=13.5&showTrace=2024-07-01&timestamp=1719834818,1200.0,adsb_icao,A1,1998.0,PIPER,PA-28-181,PLANE TRAINING LLC,f,f,L1P,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 11:59:21,ac85ce,takeoff,KRAP,N906DN,DAL1297,B739,32,https://globe.adsbexchange.com/?icao=ac85ce&zoom=13.5&showTrace=2024-07-01&timestamp=1719835161,3222.0,adsb_icao,A3,2018.0,BOEING,737-900ER,DELTA AIR LINES INC,f,f,L2J,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 12:07:37,a2fe21,takeoff,KRAP,N292NN,ENY3327,E75L,32,https://globe.adsbexchange.com/?icao=a2fe21&zoom=13.5&showTrace=2024-07-01&timestamp=1719835657,1423.0,adsb_icao,A3,2020.0,YABORA INDUSTRIA AERONAUTICA S,ERJ 170-200 LR,AMERICAN AIRLINES INC,f,f,L2J,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 13:05:40,a9bcef,landing,KRAP,N7265T,N7265T,C172,11,https://globe.adsbexchange.com/?icao=a9bcef&zoom=13.5&showTrace=2024-07-01&timestamp=1719839140,1200.0,adsb_icao,A1,1959.0,CESSNA,172A,KOR AVIATION LLC,f,f,L1P,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 13:08:25,a7012b,landing,KRAP,N550TY,MWT552,C550,32,https://globe.adsbexchange.com/?icao=a7012b&zoom=13.5&showTrace=2024-07-01&timestamp=1719839305,3662.0,adsb_icao,A1,1982.0,CESSNA,550,MIDWEST JET LLC,f,f,L2J,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 13:10:51,a03618,takeoff,KRAP,N11206,UAL2045,B738,32,https://globe.adsbexchange.com/?icao=a03618&zoom=13.5&showTrace=2024-07-01&timestamp=1719839451,5133.0,adsb_icao,A3,2000.0,BOEING,737-824,UNITED AIRLINES INC,f,f,L2J,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 13:23:10,a3af5d,takeoff,KRAP,N33661,N33661,P28A,32,https://globe.adsbexchange.com/?icao=a3af5d&zoom=13.5&showTrace=2024-07-01&timestamp=1719840190,1200.0,adsr_icao,A1,1975.0,PIPER,PA-28-180,"DOUGLAS HIRAM P, DOUGLAS TARA A",f,f,L1P,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 13:38:58,a9bcef,takeoff,KRAP,N7265T,N7265T,C172,32,https://globe.adsbexchange.com/?icao=a9bcef&zoom=13.5&showTrace=2024-07-01&timestamp=1719841138,1200.0,adsb_icao,A1,1959.0,CESSNA,172A,KOR AVIATION LLC,f,f,L1P,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 14:15:12,aae3e8,landing,KRAP,N800WY,OTA8,PC12,32,https://globe.adsbexchange.com/?icao=aae3e8&zoom=13.5&showTrace=2024-07-01&timestamp=1719843312,5140.0,adsb_icao,A1,2021.0,PILATUS AIRCRAFT LTD,PC-12/47E,KOINONIA AVIATION LLC,f,f,L1T,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 14:29:14,a29a36,takeoff,KRAP,N267NM,N267NM,VEZE,32,https://globe.adsbexchange.com/?icao=a29a36&zoom=13.5&showTrace=2024-07-01&timestamp=1719844154,1200.0,adsr_icao,A1,1985.0,RADTKE NORMAN H,VARIEZE,NYGAARD MICHAEL A,f,f,L1P,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 14:42:15,aae3e8,takeoff,KRAP,N800WY,OTA8,PC12,32,https://globe.adsbexchange.com/?icao=aae3e8&zoom=13.5&showTrace=2024-07-01&timestamp=1719844935,2706.0,adsb_icao,A1,2021.0,PILATUS AIRCRAFT LTD,PC-12/47E,KOINONIA AVIATION LLC,f,f,L1T,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 15:02:33,a0317b,landing,KRAP,N111SA,N111SA,C172,32,https://globe.adsbexchange.com/?icao=a0317b&zoom=13.5&showTrace=2024-07-01&timestamp=1719846153,1200.0,adsb_icao,A1,1972.0,CESSNA,172M,111SA LLC,f,f,L1P,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 15:04:43,abacd2,takeoff,KRAP,N851UA,UAL2619,A319,32,https://globe.adsbexchange.com/?icao=abacd2&zoom=13.5&showTrace=2024-07-01&timestamp=1719846283,5161.0,adsb_icao,A3,2002.0,AIRBUS,A319-131,UNITED AIRLINES INC,f,f,L2J,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 15:12:08,aaae79,landing,KRAP,N788CJ,ENY3872,E170,32,https://globe.adsbexchange.com/?icao=aaae79&zoom=13.5&showTrace=2024-07-01&timestamp=1719846728,545.0,adsb_icao,A3,,,,WILMINGTON TRUST CO TRUSTEE,f,f,,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 15:54:15,a4ad21,landing,KRAP,N400FC,N400FC,C414,32,https://globe.adsbexchange.com/?icao=a4ad21&zoom=13.5&showTrace=2024-07-01&timestamp=1719849255,5170.0,adsb_icao,A1,1978.0,CESSNA,414A,REGISTRATION PENDING,f,f,L2P,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 15:59:46,a5d927,landing,KRAP,N476UA,UAL398,A320,32,https://globe.adsbexchange.com/?icao=a5d927&zoom=13.5&showTrace=2024-07-01&timestamp=1719849586,1331.0,adsb_icao,A3,2001.0,AIRBUS INDUSTRIE,A320-232,UNITED AIRLINES INC,f,f,L2J,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 16:09:56,a5045e,landing,KRAP,N422PM,N422PM,BE9L,32,https://globe.adsbexchange.com/?icao=a5045e&zoom=13.5&showTrace=2024-07-01&timestamp=1719850196,5105.0,adsb_icao,A1,1995.0,BEECH,C90,DALE AVIATION INC,f,t,L2T,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 16:15:33,a00b17,landing,KRAP,N1012P,N1012P,M20P,32,https://globe.adsbexchange.com/?icao=a00b17&zoom=13.5&showTrace=2024-07-01&timestamp=1719850533,3135.0,adsb_icao,A1,2000.0,MOONEY,M20R,FLY SLC LLC,f,f,L1P,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 16:18:06,aaae79,takeoff,KRAP,N788CJ,ENY3872,E170,32,https://globe.adsbexchange.com/?icao=aaae79&zoom=13.5&showTrace=2024-07-01&timestamp=1719850686,3230.0,adsb_icao,A3,,,,WILMINGTON TRUST CO TRUSTEE,f,f,,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 16:21:14,00a72e,takeoff,KRAP,ZU-IDV,1320639,SLG2,,https://globe.adsbexchange.com/?icao=00a72e&zoom=13.5&showTrace=2024-07-01&timestamp=1719850874,1200.0,adsb_icao,A7,,,The Airplane Factory Sling,,f,f,L1P,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 16:21:58,a0317b,takeoff,KRAP,N111SA,N111SA,C172,32,https://globe.adsbexchange.com/?icao=a0317b&zoom=13.5&showTrace=2024-07-01&timestamp=1719850918,1200.0,adsb_icao,A1,1972.0,CESSNA,172M,111SA LLC,f,f,L1P,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 16:36:29,ada818,takeoff,KRAP,N97947,CAP4047,C172,32,https://globe.adsbexchange.com/?icao=ada818&zoom=13.5&showTrace=2024-07-01&timestamp=1719851789,1200.0,adsb_icao,A1,1984.0,CESSNA,172P,CIVIL AIR PATROL,f,f,L1P,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 16:42:44,a300ab,takeoff,KRAP,N293AM,N293AM,B407,,https://globe.adsbexchange.com/?icao=a300ab&zoom=13.5&showTrace=2024-07-01&timestamp=1719852164,1200.0,adsb_icao,A7,2015.0,BELL HELICOPTER TEXTRON CANADA,407,AIR METHODS LLC,f,f,H1T,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 16:47:03,ace28c,landing,KRAP,N9294Q,N9294Q,P28A,,https://globe.adsbexchange.com/?icao=ace28c&zoom=13.5&showTrace=2024-07-01&timestamp=1719852423,5171.0,adsb_icao,A1,1998.0,PIPER,PA-28-181,PLANE TRAINING LLC,f,f,L1P,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 16:54:55,a309b4,landing,KRAP,N295SY,SKW3851,E75L,32,https://globe.adsbexchange.com/?icao=a309b4&zoom=13.5&showTrace=2024-07-01&timestamp=1719852895,2640.0,adsb_icao,A3,2019.0,EMBRAER S A,ERJ 170-200 LR,SKYWEST AIRLINES INC,f,f,L2J,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
2024-07-01 17:04:23,ad2160,landing,KRAP,N945SW,SKW5862,CRJ2,32,https://globe.adsbexchange.com/?icao=ad2160&zoom=13.5&showTrace=2024-07-01&timestamp=1719853463,5144.0,adsb_icao,A2,2003.0,BOMBARDIER INC,CL-600-2B19,SKYWEST AIRLINES INC,f,f,L2J,f,medium_airport,Rapid City Regional Airport,,US,US-SD,,yes,RAP,3204
