time,operation,flight,ac_type,runway
2025-05-01 19:31:30,takeoff,UAL264,B38M,27
2025-05-01 19:32:16,landing,MXY754,BCS3,27
2025-05-01 19:35:11,landing,N430E,HDJT,27
2025-05-01 19:36:31,takeoff,AAL1093,B38M,27
2025-05-01 19:38:04,takeoff,LXJ605,E550,27
2025-05-01 19:39:40,landing,AAL2784,A321,27
2025-05-01 19:41:07,landing,UAL2381,A21N,27
2025-05-01 19:42:18,takeoff,SWA2932,B737,27
2025-05-01 19:43:19,landing,SWA269,B737,27
2025-05-01 19:44:34,takeoff,SWA2409,B737,27
2025-05-01 19:46:05,landing,DAL683,A21N,27
2025-05-01 19:47:09,takeoff,JZA765,CRJ9,27
2025-05-01 19:48:28,landing,DAL2125,A321,27
2025-05-01 19:51:34,landing,ASA1296,B738,27
2025-05-01 19:52:58,takeoff,SWA2918,B38M,27
2025-05-01 19:53:47,takeoff,SKW3383,E75L,27
2025-05-01 19:56:13,landing,WJA1564,B737,27
2025-05-01 19:58:03,landing,DAL894,A321,27
2025-05-01 20:00:54,takeoff,SKW3199,E75L,27
2025-05-01 20:02:01,takeoff,SKW918J,E75L,27
2025-05-01 20:02:52,landing,SWA1974,B737,27
2025-05-01 20:04:01,takeoff,UAL755,B38M,27
2025-05-01 20:04:53,takeoff,SKW3346,E75L,27
2025-05-01 20:06:12,landing,ASA1108,B39M,27
2025-05-01 20:07:23,takeoff,SWA1062,B737,27
2025-05-01 20:08:47,landing,SKW3785,E75L,27
2025-05-01 20:09:38,takeoff,N34SJ,C25B,27
2025-05-01 20:10:44,takeoff,SWA1397,B737,27
2025-05-01 20:11:40,takeoff,MXY543,BCS3,27
2025-05-01 20:12:29,takeoff,SKW3378,E75L,27
2025-05-01 20:13:32,takeoff,UAL1483,A21N,27
2025-05-01 20:14:48,takeoff,ACA1092,B38M,27
2025-05-01 20:16:01,takeoff,AAL1946,A21N,27
2025-05-01 20:17:17,takeoff,SWA2584,B737,27
2025-05-01 20:18:38,takeoff,ASA1408,B39M,27
2025-05-01 20:20:02,landing,UAL2294,B738,27
2025-05-01 20:21:15,takeoff,JBU190,A321,27
2025-05-01 20:22:38,landing,SWA1014,B737,27
2025-05-01 20:23:49,takeoff,FLC76,BE30,27
2025-05-01 20:24:45,takeoff,N430E,HDJT,27
2025-05-01 20:29:47,landing,ASA15,B738,27
2025-05-01 20:31:35,takeoff,JAL65,B789,27
2025-05-01 20:33:34,landing,SKW3141,E75L,27
2025-05-01 20:35:26,landing,UAL2693,B752,27
2025-05-01 20:36:45,takeoff,JBU920,A321,27
2025-05-01 20:37:27,landing,SWA4525,B737,27
2025-05-01 20:38:33,takeoff,DAL2533,BCS3,27
2025-05-01 20:42:56,landing,SWA2118,B737,27
2025-05-01 20:44:11,takeoff,AAL2122,A321,27
2025-05-01 20:45:37,landing,SWA1155,B737,27
2025-05-01 20:47:33,landing,DAL2172,A321,27
2025-05-01 20:48:46,takeoff,UAL566,B738,27
2025-05-01 20:50:09,landing,AAL466,A321,27
2025-05-01 20:51:32,landing,UAL2739,B739,27
2025-05-01 20:52:48,takeoff,DAL1179,A321,27
2025-05-01 20:54:21,landing,N582MM,LJ60,27
2025-05-01 20:55:41,takeoff,SWA945,B737,27
2025-05-01 20:57:40,landing,N857QS,C700,27
2025-05-01 20:59:23,takeoff,SWA269,B737,27
2025-05-01 21:01:05,takeoff,SWA1974,B737,27
2025-05-01 21:02:36,landing,N370QS,C680,27
2025-05-01 21:04:06,landing,EJA784,CL30,27
2025-05-01 21:05:56,landing,SKW3421,E75L,27
2025-05-01 21:07:04,takeoff,MXY755,BCS3,27
2025-05-01 21:08:54,landing,SWA1065,B737,27
2025-05-01 21:10:14,takeoff,AAL582,A321,27
2025-05-01 21:11:20,takeoff,WJA1565,B737,27
2025-05-01 21:12:04,takeoff,ASA14,B738,27
2025-05-01 21:13:18,takeoff,SWA3182,B737,27
2025-05-01 21:14:25,landing,N96PB,C25B,27
2025-05-01 21:15:39,takeoff,DAL683,A21N,27
2025-05-01 21:16:38,landing,SWA1681,B737,27
2025-05-01 21:17:42,takeoff,UAL2491,A21N,27
2025-05-01 21:18:49,landing,SWA3677,B38M,27
2025-05-01 21:21:05,landing,SWA1356,B38M,27
2025-05-01 21:23:18,landing,AAL1939,A321,27
2025-05-01 21:24:40,takeoff,ASA432,B738,27
2025-05-01 21:26:12,landing,SWA3627,B38M,27
2025-05-01 21:27:35,takeoff,AAL2687,A321,27
2025-05-01 21:28:19,takeoff,SKW3807,E75L,27
2025-05-01 21:29:42,landing,BAW265,B77W,27
2025-05-01 21:32:27,landing,QXE2031,E75L,27
2025-05-01 21:33:48,landing,ASA1395,B39M,27
2025-05-01 21:35:56,landing,DAL2572,BCS3,27
2025-05-01 21:37:12,landing,UAL1302,B739,27
2025-05-01 21:37:57,takeoff,DAL2125,A321,9
2025-05-01 21:38:34,takeoff,ASA855,B739,27
2025-05-01 21:39:47,landing,UAL2391,B738,27
2025-05-01 21:40:48,takeoff,N651WE,GLF6,27
2025-05-01 21:42:10,takeoff,N582MM,LJ60,27
2025-05-01 21:43:22,takeoff,ASA883,B39M,27
2025-05-01 21:43:57,takeoff,SWA3324,B737,27
2025-05-01 21:44:53,landing,WCC55,B350,27
2025-05-01 21:46:15,takeoff,SWA2118,B737,27
2025-05-01 21:47:25,landing,SWA952,B738,27
2025-05-01 21:48:50,takeoff,SWA1185,B737,27
2025-05-01 21:50:36,landing,ASA1096,B738,27
2025-05-01 21:51:32,takeoff,EJM557,G280,27
2025-05-01 21:53:04,landing,CNS814,PC12,27
2025-05-01 21:56:30,landing,SWA2547,B737,
2025-05-01 21:57:41,takeoff,SKW3175,E75L,27
2025-05-01 21:58:37,takeoff,EJA370,C680,27
2025-05-01 22:01:07,landing,NKS381,A320,27
2025-05-01 22:02:37,takeoff,SWA1662,B737,27
2025-05-01 22:04:57,takeoff,UAL327,B752,27
2025-05-01 22:06:10,takeoff,DAL894,A321,27
2025-05-01 22:06:59,takeoff,ASA1035,B738,27
2025-05-01 22:08:20,landing,SWA3208,B737,27
2025-05-01 22:11:23,landing,XAPSO,H25B,
2025-05-01 22:12:13,takeoff,SWA3213,B38M,27
2025-05-01 22:13:34,landing,DLH5Y,A359,27
2025-05-01 22:15:14,takeoff,AAL2885,A321,27
2025-05-01 22:16:06,landing,EJA751,CL35,27
2025-05-01 22:17:39,takeoff,SWA3400,B737,27
2025-05-01 22:18:30,takeoff,SKW3352,E75L,27
2025-05-01 22:21:34,landing,SWA2316,B737,27
2025-05-01 22:23:10,landing,UAL2029,B738,27
2025-05-01 22:24:45,landing,VJA549,CL30,27
2025-05-01 22:26:31,landing,AAL1951,B38M,27
2025-05-01 22:27:32,takeoff,SKW3473,E75L,27
2025-05-01 22:28:38,landing,LET3269,C25B,27
2025-05-01 22:29:51,takeoff,SWA1356,B38M,27
2025-05-01 22:30:37,landing,SKW3320,E75L,27
2025-05-01 22:31:51,takeoff,UAL1179,B739,27
2025-05-01 22:33:04,takeoff,DAL2383,A321,27
2025-05-01 22:34:13,landing,SKW3383,E75L,27
2025-05-01 22:42:32,landing,SWA1305,B738,27
2025-05-01 22:44:17,takeoff,AAL1617,A321,27
2025-05-01 22:50:44,landing,SWA2599,B737,27
2025-05-01 22:54:21,landing,SWA3425,B737,27
2025-05-01 22:55:32,takeoff,SWA952,B737,27
2025-05-01 22:56:37,landing,EJA613,C56X,27
2025-05-01 23:02:06,landing,XATFR,,27
2025-05-01 23:03:19,takeoff,ASA1135,B738,27
2025-05-01 23:04:37,takeoff,SWA3627,B38M,27
2025-05-01 23:05:53,takeoff,DAL2572,BCS3,27
2025-05-01 23:07:12,takeoff,SWA2316,B737,27
2025-05-01 23:08:27,landing,DAL843,A321,27
2025-05-01 23:11:14,landing,SWA2281,B737,27
2025-05-01 23:13:01,landing,N149WW,C25B,27
2025-05-01 23:14:28,landing,AAL2361,A321,27
2025-05-01 23:15:19,takeoff,UAL2294,B738,27
2025-05-01 23:17:03,landing,FLC76,BE30,27
2025-05-01 23:19:03,landing,JZA766,CRJ7,27
2025-05-01 23:20:04,takeoff,ASA302,B739,27
2025-05-01 23:21:51,landing,ASA1198,B39M,27
2025-05-01 23:23:06,takeoff,UAL682,B739,27
2025-05-01 23:24:14,landing,SKW3496,E75L,27
2025-05-01 23:25:52,landing,SKW3185,E75L,27
2025-05-01 23:26:45,takeoff,NKS382,A320,27
2025-05-01 23:28:16,landing,SKW3346,E75L,27
2025-05-01 23:29:48,landing,SWA3760,B737,27
2025-05-01 23:31:17,takeoff,SWA3208,B737,27
2025-05-01 23:36:12,landing,SCX407,B738,27
2025-05-01 23:37:13,takeoff,SKW3384,E75L,27
2025-05-01 23:38:23,landing,DAL1210,A321,27
2025-05-01 23:40:03,landing,SWA2853,B737,27
2025-05-01 23:41:16,takeoff,SWA2547,B738,27
2025-05-01 23:43:55,landing,SWA2022,B38M,27
2025-05-01 23:45:40,landing,SWA921,B737,27
2025-05-01 23:47:47,landing,SKW4087,E75L,27
2025-05-01 23:48:53,takeoff,AAL1951,B38M,27
2025-05-01 23:49:58,takeoff,QXE2302,E75L,27
2025-05-01 23:51:13,takeoff,SKW3482,E75L,27
2025-05-01 23:52:45,takeoff,ASA1490,B39M,27
2025-05-01 23:54:03,landing,ASA1204,B39M,27
2025-05-01 23:56:13,landing,UAL2683,B738,27
2025-05-01 23:58:24,landing,UAL1416,B739,27
